数据ID,类别,评论内容,属性,情感标签
TRAIN_178,图书音像,文字狂人 在微博上知道有这么个人物言辞犀利颇为不羁所以决定买本书看个究竟。粗粗翻了一下应该是一本看了让人激动的书很有想跟他一辩高下的冲动。,其他,1
TRAIN_179,图书音像,大学时图书馆里看的书很喜欢 终于全部看完了当时还做笔记了。,插图,1
TRAIN_180,电脑/办公,信号可以 设置简单价格便宜信号枪。安装在5楼北面房间4楼南面房间信号依然不错。,价格,1
TRAIN_180,电脑/办公,信号可以 设置简单价格便宜信号枪。安装在5楼北面房间4楼南面房间信号依然不错。,信号,1
TRAIN_181,电脑/办公,很不错的DD 挺好的物美价廉通话声音很清楚,价格,1
TRAIN_182,电脑/办公,东西还算可以可惜买不到V2版。 东西还行大品牌值得信赖中规中矩就是可以以后都买不到V2版的了V3减配啊。还有买了不到5天又降价了513买的5天后果断489元了。郁闷降价降的好快。有种坑爹的感觉。亚马逊的快递和服务还不错值得欣慰。,价格,0
TRAIN_182,电脑/办公,东西还算可以可惜买不到V2版。 东西还行大品牌值得信赖中规中矩就是可以以后都买不到V2版的了V3减配啊。还有买了不到5天又降价了513买的5天后果断489元了。郁闷降价降的好快。有种坑爹的感觉。亚马逊的快递和服务还不错值得欣慰。,速度,0
TRAIN_183,图书音像,还行 还可以...适合新手,其他,1
TRAIN_184,图书音像,正版可以 正版可以价格优惠,价格,1
TRAIN_185,图书音像,一般彭导还是回去拍电影比较适宜 呵呵所谓的什么见好就收之类的套话也许只是碍于面子吧真的彭导还是不擅长这个领域见好就收是明智之举,其他,1
TRAIN_186,图书音像,比较不错 很不错正在学习,其他,1
TRAIN_187,图书音像,中央导管相关血流感染预防与控制最佳实践医院感染预防与控制最佳实践丛书 书很好绝对支持亚马逊,其他,1
TRAIN_188,图书音像,书评 书很好 很有用处 购买的很值,其他,1
TRAIN_189,图书音像,价廉物美 这是一本很多年前出版的书。我本来想买另一本新近出版补充了一些最近的研究但太贵。这本作为教材看看还不错总觉得有点枯燥。20+人民币的价格还不错。,价格,0
TRAIN_190,家具/家装/建材,美中不足的是线有点短 物有所值用起来还不错 恩,其他,1
TRAIN_191,美妆个护,长期使用的牌子 比较价格后购买这个牌子的东西还可以洗的比较干净吧无味道,香味,1
TRAIN_192,美妆个护,还不错 味道很喜欢洗完不是滑滑的·,香味,1
TRAIN_193,美妆个护,不是正品 这是我第二次在这里买这个洗面乳了但是这次的有点失望里面有一股橘子皮的味道我一直以为是自己闻错了。直到最近越来越明显才知道这不是正品来的。本来是不想评论的但是我觉得不说出来心里很不舒服。,其他,1
TRAIN_194,图书音像,还好孩子爱看 还好孩子爱看书的质量还行,其他,1
TRAIN_195,图书音像,阅读量很大 不知孩子有没有耐心读完应该适合大些的孩子吧,其他,1
TRAIN_196,图书音像,是我要的数就是书旧了点 我第一次网上买书《时尚的谎言与魅惑 》让我欣喜的是书按时送达遗憾的是就是书旧了点,其他,1
TRAIN_197,图书音像,书虫的确是很好的一套书 书虫的确是很好的一套书,其他,1
TRAIN_198,图书音像,评价 女儿很喜欢质量也很好。,其他,1
TRAIN_199,手机/数码,好 还好挺不错的很实用,其他,1
TRAIN_200,美妆个护,很好 很多现在还没用完味道也还好。,香味,1
TRAIN_201,图书音像,太太太太满意了 读书从来都是读平装本智慧都在书里自不用多说。这个版本从印刷纸张包装我都很满意价格也相当实惠。尤其是内附地图那些古老的地名 方位也更了然于心了,价格,1
TRAIN_202,图书音像,大环化学 宝贝质量不错 若有电子版就更好了,质量,1
TRAIN_203,手机/数码,性价比高的Windows phone 用惯ios和androiid后用WINDOWS PHONE就很别扭有一个适应过程。 我买来是送给老妈用的把字体开最大把老人用不上的功能都隐藏整个世界都清爽了妥妥的老人机啊,价格,1
TRAIN_204,电脑/办公,只有298GB 外观不错手感也很舒服就是没有320G,其他,1
TRAIN_205,图书音像,一直很喜欢他的风格 不用说一直很喜欢他的画风。自从第一次在法国Fnac书店买到第一本就很喜欢这个风格。,其他,1
TRAIN_206,图书音像,有参考价值 对幼儿的父母有参考价值。从孩子会讲话开始就开始培养提问的好习惯。,其他,1
TRAIN_207,图书音像,不能承受生命之轻 很早就想看这本书但是因为各种原因现在才买读着很顺的一本书也是一本很不一样的书还没有看完书的很OK和书店的一样没有任何质量问题价廉物美,其他,1
TRAIN_208,图书音像,这里有很多托啊 本来想评三颗星的看上面这么多托还这封面设计很好 翻了几节一般般吧从内容看就三颗星的价值。也许作者是个设计大牛但是文笔不好说了···本书是不是商业化产物也不好说····,内容,0
TRAIN_208,图书音像,这里有很多托啊 本来想评三颗星的看上面这么多托还这封面设计很好 翻了几节一般般吧从内容看就三颗星的价值。也许作者是个设计大牛但是文笔不好说了···本书是不是商业化产物也不好说····,封面,1
TRAIN_209,电脑/办公,一切都好。很满意 正品一切都好。快递给力。卓越就是卓越。以后就在这里买了。,速度,1
TRAIN_210,图书音像,内容不错 除了书的外皮左上角破损书本身的质量和内容都是不错的。,包装,0
TRAIN_210,图书音像,内容不错 除了书的外皮左上角破损书本身的质量和内容都是不错的。,内容,1
TRAIN_211,图书音像,凑合 适合对瓷器已经有些了解的人读取。里面的内容全是图卡每个图卡下面会写上它市场估价和几句瓷片特点。但没有教学内容所以比较适合已经初步了解瓷器者为之丰富明代图案用 因为我是入门选手所以看起来没起到太大的作用,内容,0
TRAIN_211,图书音像,凑合 适合对瓷器已经有些了解的人读取。里面的内容全是图卡每个图卡下面会写上它市场估价和几句瓷片特点。但没有教学内容所以比较适合已经初步了解瓷器者为之丰富明代图案用 因为我是入门选手所以看起来没起到太大的作用,插图,0
TRAIN_212,电脑/办公,很好 我看了好多不好的评论但是我拿到货这东西真的很好很给力不解释废话不多说直接五分,其他,1
TRAIN_213,家具/家装/建材,很好 不错空间大师的东西质量确实不错 价格方面也公道 已经买了N回了不给爸爸妈妈也买了两个现在家里已经有五六个大小不同的空间大师了,其他,1
TRAIN_214,图书音像,我觉得比较适合没有结婚的朋友 今天才收到此书就看啦一大半了感觉写得很简短并不像描述的那样好至少我觉得其实就是在做一个语录记录一样没有太深刻。。。。主要是我已经结婚了但是个人觉得比较适合没有结婚的朋友看,其他,1
TRAIN_215,电脑/办公,U盘白菜价啦 29块还免运费买来做win7的系统安装盘实用,其他,1
TRAIN_216,图书音像,关于厚黑学精装 包装很好速度很快...,物流,1
TRAIN_217,图书音像,一生唯拜王阳明。 心学之主。心学之典。国学经典。回味悠长。,其他,1
TRAIN_218,图书音像,孩子挺喜欢 内容不错我儿子25个月很喜欢我给他讲,内容,1
TRAIN_219,图书音像,很不错哦 价格便宜性价比高字体印刷都不错,价格,1
TRAIN_219,图书音像,很不错哦 价格便宜性价比高字体印刷都不错,印刷,1
TRAIN_219,图书音像,很不错哦 价格便宜性价比高字体印刷都不错,排版,1
TRAIN_220,图书音像,老师让买的…… 老师让买的……所以我也不得不买了……,其他,1
TRAIN_221,图书音像,是为了写论文买的 是为了写论文买的收获不是很大,其他,1
TRAIN_222,电脑/办公,大家别买 垃圾 比我笔记本内置的像素还差 还说800w,其他,0
TRAIN_223,图书音像,好评 书中的内容比较丰富有实用的东西就是法律条文的篇幅比较多今后有关法律条文希望只写与之相关的条文最好越少越好出钱是小事就是携带不方便,内容,1
TRAIN_224,图书音像,蛮实用的 对初学者而言够用了 还不错,其他,1
TRAIN_225,图书音像,帮朋友孩子买的……很不错 可以让小朋友们多多了解一些相关的事情丰富他们的人生……,其他,1
TRAIN_226,服饰服装,对得起这个价格吧 刚开始打孔的时候觉得真皮的部分好像太薄了怕不经用。但几个月的体验后感觉还是很满意的。没有当初以为的那么脆弱。总之对得起这个价格。,薄厚,1
TRAIN_227,图书音像,经典之作 早期的制作画面比较模糊。情节还行。,内容,0
TRAIN_228,图书音像,兴奋 口语示例是有正反两个观点的很全面、也挺地道的。,其他,1
TRAIN_229,美妆个护,去油效果很赞 很大一瓶感觉家庭护理系列和精华护理系列在效果上没啥区别价格还更实惠。 这款比较清香洗完头发会有一点涩涩的但也算证明了去油效果确实厉害。,价格,1
TRAIN_229,美妆个护,去油效果很赞 很大一瓶感觉家庭护理系列和精华护理系列在效果上没啥区别价格还更实惠。 这款比较清香洗完头发会有一点涩涩的但也算证明了去油效果确实厉害。,效果,1
TRAIN_230,图书音像,南无阿弥陀佛 很不错的一本书没有任何注释的佛经我很喜欢,其他,1
TRAIN_231,图书音像,还不错 质量很好但是字比较小,质量,1
TRAIN_232,图书音像,中文版啥时候发行啊 中文版啥时候发行啊,其他,1
TRAIN_233,图书音像,正合适 基本上都认识了还不错,其他,1
TRAIN_234,图书音像,很好的书 书的内容及装订都很好值得推荐,内容,1
TRAIN_235,图书音像,还好啊 是弟弟的老师推荐的应该还不错嘛,其他,1
TRAIN_236,图书音像,喜欢 到货很快光盘质量很好音色很美就是太贵若便宜些会买更多。,质量,1
TRAIN_236,图书音像,喜欢 到货很快光盘质量很好音色很美就是太贵若便宜些会买更多。,价格,1
TRAIN_237,图书音像,大爱啊 灰常喜欢这本书哦 而且确实有台历但是我没看到签名。,其他,1
TRAIN_238,手机/数码,尝试组合 Nikon D3200 + Tamron AF 70-300 摄影初学者的好工具。商品不错非常满意。送货及时包装完好。谢谢,包装,1
TRAIN_239,图书音像,很好 一直都很喜欢青年文摘里面的文章 这本书收集的文章都很好看,外观,1
TRAIN_240,图书音像,值得购买 挺适合刚接触三国的人读一下字体大小合适看起来也很舒服之前看名家汇评本每个人点评的都是截取其中一部分还是比较习惯这样,排版,0
TRAIN_241,图书音像,一般 书总体来说能用因为中国的教育就这个水平,其他,1
TRAIN_242,图书音像,还行吧 反正比书店便宜 妈妈要的,价格,1
TRAIN_243,图书音像,失望 里面纸张有破损纸质极差且偏黄封面还有破损有点失望。,包装,0
TRAIN_243,图书音像,失望 里面纸张有破损纸质极差且偏黄封面还有破损有点失望。,纸张,0
TRAIN_243,图书音像,失望 里面纸张有破损纸质极差且偏黄封面还有破损有点失望。,封面,0
TRAIN_244,图书音像,哈日本 哈此哈非彼哈哈到好处、哈到痛处上世纪了解日本社会现状看周树人现在的看点李长生——好,其他,1
TRAIN_245,家居生活,味道太重了 效果还是不错的就是味道太重了。,其他,1
TRAIN_246,图书音像,没有想像中的那么好 每个小节的标题都很吸引人但具体内容我记得讲述的不是特别详细尤其是我们不懂穴位的人只画了图没有说明我们是很难找到具体位置的。,其他,1
TRAIN_247,图书音像,卓越就是垃圾 货到了可是让人很气愤首先书是旧书很旧很旧像是90年代那种压了几十年卖不出去的老书纸页发黄发霉。 而且很脏黄泥、灰尘沾满了封面拿起来像拿卫生纸 卓越你这种书都敢卖给客户你以为就你一家有书卖是吗 而且书是节选不是全部在简介那又不说清楚 再有下次就不在你这买东西了转投当当和京东,其他,0
TRAIN_248,图书音像,一般 有点凑数的味道了很一般没有收藏的意义,其他,1
TRAIN_249,食品/保健,很好 有两袋每袋20支我当时看错了幸好买了两袋否则又多了。很实惠好,价格,1
