category_str,评论内容_clean,text_clean_char,attributes,attributes_list,labels,aspects_hit
图书音像,通过这本书了解到男人很色、很冷、很迟钝、很暴力总之男人的大脑真的让女人抓狂。对付让人抓狂的男人最好的武器是彻底掌控他们大脑的一举一动用心理学击垮他的最终防线。想要了解你身边的男人此书是最佳选择强列推荐,通 书 解 男 人 很 色 很 冷 很 迟 钝 很 暴 力 总 男 人 大 脑 真 女 人 抓 狂 付 人 抓 狂 男 人 最 好 武 器 彻 底 掌 控 大 脑 举 动 心 理 学 击 垮 最 终 防 线 想 解 身 男 人 书 最 佳 选 择 强 列 推 荐,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
家用电器,去年在淘宝上买了个便宜的假山水朋友听了后都说没有低音就建议我买这款说是人民币当美元花。相信他听了十年的耳朵就买了回来一听真的很好狠好。真想不通以前为什么没发现浪费了几年的时间啊这才是音箱啊虽然没有朋友的安桥好但我不是发烧友这个就足够了。,去 年 淘 宝 上 买 便 宜 假 山 水 朋 友 听 后 都 说 没 低 音 建 议 买 款 说 人 民 币 美 元 花 相 信 听 十 年 耳 朵 买 回 听 真 很 好 狠 好 真 想 不 通 前 什 没 发 现 浪 费 年 时 间 才 音 箱 然 没 朋 友 安 桥 好 不 发 烧 友 足 够,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,打开书本 纸张一般 粗糙 里面的图画都是剪贴画 看着很不爽,开 书 纸 张 般 粗 糙 里 面 图 画 都 剪 贴 画 看 很 不 爽,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
图书音像,很精美的书书里面的内容加幽默和彩图很能吸引小孩是一套大人孩子都喜欢的书,很 精 美 书 书 里 面 内 容 加 幽 默 彩 图 很 吸 引 小 孩 套 大 人 孩 子 都 喜 欢 书,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
手机/数码,漂亮适合。只是颜色忘选了,漂 亮 适 合 只 颜 色 忘 选,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,插图挺漂亮 感觉制作起来会有点难度 初学者如果耐心不够 会很难学下去,插 图 挺 漂 亮 感 觉 制 作 会 点 难 度 初 学 果 耐 心 不 够 会 很 难 学 下 去,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
家用电器,看了许多评论后决定买一个试试拿到东西后马上试验了一下水在最高水位线上时烧开时间为两分钟供大家参考我看手机的是两分钟。壶体制作精致轻便温度高同事说的确比办公室饮水机烧开时的温度高许多。而且的确比家电商城或超市里便宜不少为了这个小壶我前后在几家商城了解想看看是否能在实体店里买到同样价格的但是一般都在一百七八的样子没有折扣。 现在收到商品感觉非常满意决定立即再买一个。在卓越买的东西不少了每一次朋友问起我都推荐卓越因为我信任卓越他用每一次买卖交易的实际行动与产品质量让顾客的信心越来越强。我觉得这是网购最重要的因为只有树立起了坚强的信任才能促使我们每一次买东西时首先想到的网上购物渠道是卓越,看 许 评 后 决 定 买 试 试 东 西 后 马 上 试 验 下 水 最 高 水 位 线 上 时 烧 开 时 间 两 分 钟 供 大 家 参 考 看 手 机 两 分 钟 壶 体 制 作 精 致 轻 便 温 度 高 事 说 确 办 公 室 饮 水 机 烧 开 时 温 度 高 许 确 家 电 商 城 超 市 里 便 宜 不 少 小 壶 前 后 家 商 城 解 想 看 看 否 实 体 店 里 买 样 价 格 般 都 百 七 八 样 子 没 折 扣 现 收 商 品 感 觉 非 常 满 意 决 定 立 再 买 卓 越 买 东 西 不 少 次 朋 友 问 都 推 荐 卓 越 信 卓 越 次 买 卖 交 易 实 际 行 动 产 品 质 量 顾 客 信 心 越 越 强 觉 网 购 最 重 只 树 立 坚 强 信 才 促 使 次 买 东 西 时 首 先 想 网 上 购 物 渠 道 卓 越,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
手机/数码,质量和音质都还可以的,质 量 音 质 都 还,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
家居生活,到货很快也比超市的便宜质量没啥问题。放心买吧。,货 很 快 超 市 便 宜 质 量 没 问 题 放 心 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,内容还没看书的质量不错,内 容 还 没 看 书 质 量 不 错,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
手机/数码,打电话时背面的声音比正面的声音还大还不能退。坑,电 话 时 背 面 声 音 正 面 声 音 还 大 还 不 退 坑,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,很好 很满意 质量不错 好评,很 好 很 满 意 质 量 不 错 好 评,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,书本内容很适合新妈妈用纸张质量非常好最高兴的是价格这么便宜还是正版图书支持亚马逊全5星,书 内 容 很 适 合 新 妈 妈 纸 张 质 量 非 常 好 最 高 兴 价 格 便 宜 还 正 版 图 书 支 持 亚 马 逊 全 5 星,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,这本书有萧红的两篇小说《生死场》《呼兰河传》两者写法不太一样感觉萧红有非常多的面隐藏在作品之后。总之非常喜欢。,书 萧 红 两 篇 小 说 生 死 场 呼 兰 河 传 两 写 法 不 太 样 感 觉 萧 红 非 常 面 隐 藏 作 品 后 总 非 常 喜 欢,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,一个原来做IT的朋友谈到过一本书我以为是这本估计是买错了不好看坚持看也没有看完。可能他谈的是《圈子圈套》。,原 做 朋 友 谈 书 估 计 买 错 不 好 看 坚 持 看 没 看 完 谈 圈 子 圈 套,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
食品/保健,口感好很香价格合适还会购买的。,口 感 好 很 香 价 格 合 适 还 会 购 买,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
家用电器,昨天收到货从包装上看是正品试用了一下风力挺大颜色与拍的一样挺好看的小巧还能折叠出差带上是不错的选择总之很不错只是声音有点儿但还能接受。这是第三次在亚马逊买东西这次是最满意的。,昨 天 收 货 包 装 上 看 正 品 试 下 风 力 挺 大 颜 色 拍 样 挺 好 看 小 巧 还 折 叠 出 差 带 上 不 错 选 择 总 很 不 错 只 声 音 点 儿 还 接 受 三 次 亚 马 逊 买 东 西 次 最 满 意,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,亚马逊快递真给力昨天晚上下的单今天早上九点就收到了。我翻了一下发现书质量不错纸质和印刷效果都不错。确实是新版今年六月份印刷的,亚 马 逊 快 递 真 力 昨 天 晚 上 下 单 今 天 早 上 九 点 收 翻 下 发 现 书 质 量 不 错 纸 质 印 刷 效 果 都 不 错 确 实 新 版 今 年 六 月 份 印 刷,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
手机/数码,不错不错就是耳机包不是很给力,不 错 不 错 耳 机 包 不 很 力,"[{""aspect"": ""包装"", ""polarity"": 0}]","[('包装', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0",包装
图书音像,跟想象的差不多吧还行商品质量也还不错,想 象 差 不 还 行 商 品 质 量 还 不 错,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,在纸张、印刷方面中华书局的《饮水词笺校》更好些。那本是激光照排的印刷质量好字迹也清晰前面还有几张“铜版纸”的彩图。 纳兰的底本是“汪刻本”饮水的底本是“通志堂本”。两个版的用字遣词不同内容也有差距纳兰序中有介绍。纳兰是后人集合“纳兰词”所编著的而饮水则是纳兰自己撰写的。个人觉得还是纳兰生前亲自写的词更有权威性。推荐先买中华书局的饮水词。,纸 张 印 刷 方 面 中 华 书 局 饮 水 词 笺 校 更 好 些 激 光 排 印 刷 质 量 好 字 迹 清 晰 前 面 还 张 铜 版 纸 彩 图 纳 兰 底 汪 刻 饮 水 底 通 志 堂 两 版 字 遣 词 不 内 容 差 距 纳 兰 序 中 介 绍 纳 兰 后 人 集 合 纳 兰 词 编 著 饮 水 纳 兰 撰 写 人 觉 还 纳 兰 生 前 亲 写 词 更 权 威 性 推 荐 先 买 中 华 书 局 饮 水 词,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,非常好看的一本书值得一看,非 常 好 看 书 值 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,不管是否要进行间隔年旅行都值得一读的书。旅游感受、小攻略、途中见闻等都很不错推荐书的质量也好,不 否 进 行 间 隔 年 旅 行 都 值 读 书 旅 游 感 受 小 攻 略 途 中 见 闻 都 很 不 错 推 荐 书 质 量 好,"[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]","[('质量', 1), ('价格', 1)]","1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","质量,价格"
图书音像,书的编排还行比较有特点的是新增了几篇理论文章。让人恼火的是涨价了即使卓越打了折也太贵了出版社真黑。,书 编 排 还 行 特 点 新 增 篇 理 文 章 人 恼 火 涨 价 使 卓 越 折 太 贵 出 版 社 真 黑,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,如果你想了解投资此书不值钱。,果 想 解 投 资 书 不 值 钱,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
美妆个护,便宜又容易上妆.一直都在用这牌子的粉扑.很值脏了扔掉也不心疼,便 宜 容 易 上 妆 直 都 牌 子 粉 扑 很 值 脏 扔 掉 不 心 疼,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,书送的比较快质量很好别的地方几乎找不到这书买到了很高兴啊,书 送 快 质 量 很 好 方 找 不 书 买 很 高 兴,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,速度很快书也全新,速 度 很 快 书 全 新,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,之所以买这套一是因为比新的单行本一套能便宜不少。二是因为单行本里面少了《纸婴》。。。。,买 套 新 单 行 套 便 宜 不 少 二 单 行 里 面 少 纸 婴,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,很好书很好像正品并且质量很好也很新,很 好 书 很 好 正 品 质 量 很 好 很 新,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,非常实用内容太少价格高了点。,非 常 实 内 容 太 少 价 格 高 点,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,本书不咋地一味的凑字数编的不好而且不符合背诵的规律作者编这书的目的只有两字赚钱,书 不 味 凑 字 数 编 不 好 不 符 合 背 诵 规 律 作 编 书 目 只 两 字 赚 钱,"[{""aspect"": ""描述"", ""polarity"": 0}]","[('描述', 0)]","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0",描述
图书音像,买了一本送给老妈内容很实用装帧很精美老妈很喜欢只要老人家喜欢我就开心了。,买 送 老 妈 内 容 很 实 装 帧 很 精 美 老 妈 很 喜 欢 只 老 人 家 喜 欢 开 心,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
手机/数码,非常实用的机子质感很有价格便宜绝对正品发货快配件齐全非常喜欢屏幕暗了一点不过不影响使用,非 常 实 机 子 质 感 很 价 格 便 宜 绝 正 品 发 货 快 配 件 齐 全 非 常 喜 欢 屏 幕 暗 点 不 不 影 响 使,"[{""aspect"": ""价格"", ""polarity"": 1}, {""aspect"": ""物流"", ""polarity"": 1}]","[('价格', 1), ('物流', 1)]","0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0","价格,物流"
图书音像,虽然价格贵点儿但装帧确实不错内容涉及人生感悟、亲情友情、国家大事可以听听一个国家领导人的“心声”,然 价 格 贵 点 儿 装 帧 确 实 不 错 内 容 涉 人 生 感 悟 亲 情 友 情 国 家 大 事 听 听 国 家 领 导 人 心 声,"[{""aspect"": ""价格"", ""polarity"": 0}]","[('价格', 0)]","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0",价格
图书音像,对于这个价格来说非常值了性价比挺高的。唯一就是字真的太小了虽然我视力很好看着还是不习惯。准备重新买一套上下册字相对大些的。,价 格 说 非 常 值 性 价 挺 高 唯 字 真 太 小 然 视 力 很 好 看 还 不 习 惯 准 备 重 新 买 套 上 下 册 字 相 大 些,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,好书值得细细品读的好书发货很快,好 书 值 细 细 品 读 好 书 发 货 很 快,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,拿到这本书举得好重哦铜版纸印刷质量很好很清楚。 内容适合像我这样的想了解UI方面知识的软件工程师。 总的来说非常棒很喜欢。,书 举 好 重 铜 版 纸 印 刷 质 量 很 好 很 清 楚 内 容 适 合 样 想 解 UI 方 面 知 识 软 件 工 程 师 总 说 非 常 棒 很 喜 欢,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,也挺好看的内容真的不错。,挺 好 看 内 容 真 不 错,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,不是最新版虽然挺便宜的郁闷了,不 最 新 版 然 挺 便 宜 郁 闷,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
图书音像,第一次给儿子买书姐姐看书他也吵着要我给他买希望能让他静下来好好看书。,次 儿 子 买 书 姐 姐 看 书 吵 买 希 静 下 好 好 看 书,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,很好的文章 可惜出版社愧对了佛法 不但纸张粗糙还有不少印刷错别字。,很 好 文 章 惜 出 版 社 愧 佛 法 不 纸 张 粗 糙 还 不 少 印 刷 错 字,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
图书音像,不过是抓拍的照片都美的让人窒息。 也只有用心歌唱的你才能给人以震撼。,不 抓 拍 片 都 美 人 窒 息 只 心 歌 唱 才 人 震 撼,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
钟表/首饰/眼镜/礼品,很好啊很漂亮,很 好 很 漂 亮,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
手机/数码,佳能 125HS 勉强能装进去比较挤海绵质量不好针线做工粗糙红色图片看起来是粉粉的但是到手的是深红色不喜欢T宝才卖十几块。,佳 125 HS 勉 强 装 进 去 挤 海 绵 质 量 不 好 针 线 做 工 粗 糙 红 色 图 片 看 粉 粉 手 深 红 色 不 喜 欢 T 宝 才 卖 十 块,"[{""aspect"": ""做工"", ""polarity"": 0}]","[('做工', 0)]","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0",做工
图书音像,还没邮到不过相信质量好的,还 没 邮 不 相 信 质 量 好,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,个人觉得厚黑学这套书很不错的说。纸质也不错买书前我特意查了很多出版社。这套很满意而且挺实惠的。老总觉得很不错,人 觉 厚 黑 学 套 书 很 不 错 说 纸 质 不 错 买 书 前 特 意 查 很 出 版 社 套 很 满 意 挺 实 惠 老 总 觉 很 不 错,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
电脑/办公,是个好东东挺时尚的颜色也很好看。,好 东 东 挺 时 尚 颜 色 很 好 看,"[{""aspect"": ""外观"", ""polarity"": 1}]","[('外观', 1)]","0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0",外观
图书音像,很不错速度很快谢谢,很 不 错 速 度 很 快 谢 谢,"[{""aspect"": ""物流"", ""polarity"": 1}]","[('物流', 1)]","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0",物流
图书音像,正版图书质量很好第一次在亚马逊买东西,正 版 图 书 质 量 很 好 次 亚 马 逊 买 东 西,"[{""aspect"": ""质量"", ""polarity"": 1}]","[('质量', 1)]","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",质量
图书音像,书收到了很精美的装帧在翻看内容无意中看到了祝融死的这部分真的很感人那个英雄的年代啊很叫人看了之后激动向往非常不错的故事我很喜欢,书 收 很 精 美 装 帧 翻 看 内 容 无 意 中 看 祝 融 死 部 分 真 很 感 人 英 雄 年 代 很 人 看 后 激 动 非 常 不 错 事 很 喜 欢,"[{""aspect"": ""包装"", ""polarity"": 1}]","[('包装', 1)]","0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0",包装
手机/数码,D7000上的对焦速度没有网上评论那么不堪自动对焦f1.4精度确实差一点不过也还过得去啦。,D 7000 上 焦 速 度 没 网 上 评 不 堪 动 焦 f 1 4 精 度 确 实 差 点 不 还 去,"[{""aspect"": ""质量"", ""polarity"": 0}]","[('质量', 0)]","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0",质量
图书音像,故事不错但一共没多少篇有点少。 比较起来另一本“最精彩的胎教故事”更精彩更实惠。 个人观点大家自己比较。,事 不 错 共 没 少 篇 点 少 最 精 彩 胎 教 事 更 精 彩 更 实 惠 人 观 点 大 家,"[{""aspect"": ""价格"", ""polarity"": 1}]","[('价格', 1)]","0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",价格
