评论内容_clean,tokens_jieba,text_clean_jieba,tokens_char,text_clean_char,类别,attributes
微软瞎说 电池能用连续使用10个月 通过我的亲身体验别的方面非常好 电池特别不耐用 如果不关闭鼠标 最多能用10天绝对不会达到十个月也不知道微软是怎么检测的建议大家买罗技鼠标,"[""微软"", ""瞎说"", ""电池"", ""连续"", ""使用"", ""10"", ""月"", ""亲身"", ""体验"", ""方面"", ""非常"", ""好"", ""电池"", ""特别"", ""不"", ""耐用"", ""不"", ""关闭"", ""鼠标"", ""最多能"", ""10"", ""天"", ""绝对"", ""不会"", ""达到"", ""十个月"", ""不"", ""知道"", ""微软"", ""检测"", ""建议"", ""大家"", ""买"", ""罗技"", ""鼠标""]",微软 瞎说 电池 连续 使用 10 月 亲身 体验 方面 非常 好 电池 特别 不 耐用 不 关闭 鼠标 最多能 10 天 绝对 不会 达到 十个月 不 知道 微软 检测 建议 大家 买 罗技 鼠标,"[""微"", ""软"", ""瞎"", ""说"", ""电"", ""池"", ""续"", ""使"", ""10"", ""月"", ""通"", ""亲"", ""身"", ""体"", ""验"", ""方"", ""面"", ""非"", ""常"", ""好"", ""电"", ""池"", ""特"", ""不"", ""耐"", ""果"", ""不"", ""关"", ""闭"", ""鼠"", ""标"", ""最"", ""10"", ""天"", ""绝"", ""不"", ""会"", ""达"", ""十"", ""月"", ""不"", ""知"", ""道"", ""微"", ""软"", ""检"", ""测"", ""建"", ""议"", ""大"", ""家"", ""买"", ""罗"", ""技"", ""鼠"", ""标""]",微 软 瞎 说 电 池 续 使 10 月 通 亲 身 体 验 方 面 非 常 好 电 池 特 不 耐 果 不 关 闭 鼠 标 最 10 天 绝 不 会 达 十 月 不 知 道 微 软 检 测 建 议 大 家 买 罗 技 鼠 标,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
给孩子买的孩子很喜欢而且质量很好,"[""孩子"", ""买"", ""孩子"", ""很"", ""喜欢"", ""质量"", ""很"", ""好""]",孩子 买 孩子 很 喜欢 质量 很 好,"[""孩"", ""子"", ""买"", ""孩"", ""子"", ""很"", ""喜"", ""欢"", ""质"", ""量"", ""很"", ""好""]",孩 子 买 孩 子 很 喜 欢 质 量 很 好,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
包装很好而且这本内容超好看,"[""包装"", ""很"", ""好"", ""这本"", ""内容"", ""超"", ""好看""]",包装 很 好 这本 内容 超 好看,"[""包"", ""装"", ""很"", ""好"", ""内"", ""容"", ""超"", ""好"", ""看""]",包 装 很 好 内 容 超 好 看,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
价格实惠好用下次继续支持。,"[""价格"", ""实惠"", ""好用"", ""下次"", ""继续"", ""支持""]",价格 实惠 好用 下次 继续 支持,"[""价"", ""格"", ""实"", ""惠"", ""好"", ""下"", ""次"", ""继"", ""续"", ""支"", ""持""]",价 格 实 惠 好 下 次 继 续 支 持,"[{""类别"": ""美妆个护"", ""类别ID"": 3}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
发货很快而且是我喜欢的乐扣公司的同事看了也都说很好还要再买一套,"[""发货"", ""很快"", ""喜欢"", ""乐扣"", ""公司"", ""同事"", ""看"", ""都"", ""说"", ""很"", ""好"", ""还要"", ""再"", ""买"", ""一套""]",发货 很快 喜欢 乐扣 公司 同事 看 都 说 很 好 还要 再 买 一套,"[""发"", ""货"", ""很"", ""快"", ""喜"", ""欢"", ""乐"", ""扣"", ""公"", ""司"", ""事"", ""看"", ""都"", ""说"", ""很"", ""好"", ""还"", ""再"", ""买"", ""套""]",发 货 很 快 喜 欢 乐 扣 公 司 事 看 都 说 很 好 还 再 买 套,"[{""类别"": ""家居生活"", ""类别ID"": 5}]","[{""aspect"": ""物流"", ""polarity"": 1}]"
图画很漂亮拿回家小孩就要求讲给他听。,"[""图画"", ""很漂亮"", ""回家"", ""小孩"", ""要求"", ""讲"", ""听""]",图画 很漂亮 回家 小孩 要求 讲 听,"[""图"", ""画"", ""很"", ""漂"", ""亮"", ""回"", ""家"", ""小"", ""孩"", ""求"", ""讲"", ""听""]",图 画 很 漂 亮 回 家 小 孩 求 讲 听,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
给五星也说几句 后来朋友告诉我此类存储卡如果速度快就更脆弱更容易坏。 不建议买16g建议4g的多买几个觉得有道理。 另亚马逊第一用可能还不清楚客服如何联系如何咨询算自己愚钝和卖家无关吧。,"[""五星"", ""说"", ""几句"", ""后来"", ""朋友"", ""告诉"", ""此类"", ""存储卡"", ""速度"", ""快"", ""更"", ""脆弱"", ""更"", ""容易"", ""坏"", ""不"", ""建议"", ""买"", ""16g"", ""建议"", ""4g"", ""买"", ""几个"", ""觉得"", ""道理"", ""亚马逊"", ""第一"", ""可能"", ""还"", ""不"", ""清楚"", ""客服"", ""联系"", ""咨询"", ""算"", ""愚钝"", ""卖家"", ""无关""]",五星 说 几句 后来 朋友 告诉 此类 存储卡 速度 快 更 脆弱 更 容易 坏 不 建议 买 16g 建议 4g 买 几个 觉得 道理 亚马逊 第一 可能 还 不 清楚 客服 联系 咨询 算 愚钝 卖家 无关,"[""五"", ""星"", ""说"", ""句"", ""后"", ""朋"", ""友"", ""告"", ""诉"", ""类"", ""存"", ""储"", ""卡"", ""果"", ""速"", ""度"", ""快"", ""更"", ""脆"", ""弱"", ""更"", ""容"", ""易"", ""坏"", ""不"", ""建"", ""议"", ""买"", ""16"", ""g"", ""建"", ""议"", ""4"", ""g"", ""买"", ""觉"", ""道"", ""理"", ""亚"", ""马"", ""逊"", ""还"", ""不"", ""清"", ""楚"", ""客"", ""服"", ""联"", ""系"", ""咨"", ""询"", ""算"", ""愚"", ""钝"", ""卖"", ""家"", ""无"", ""关""]",五 星 说 句 后 朋 友 告 诉 类 存 储 卡 果 速 度 快 更 脆 弱 更 容 易 坏 不 建 议 买 16 g 建 议 4 g 买 觉 道 理 亚 马 逊 还 不 清 楚 客 服 联 系 咨 询 算 愚 钝 卖 家 无 关,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""质量"", ""polarity"": 0}]"
必须说的是正品行货这个价格的确是便宜而且还带正规发票而且质量很好唯一美中不足的就是缺了个原装皮套哈哈总的来说就是很好很给力,"[""必须"", ""说"", ""正品"", ""行货"", ""价格"", ""的确"", ""便宜"", ""还"", ""带"", ""正规"", ""发票"", ""质量"", ""很"", ""好"", ""唯一"", ""美中不足"", ""缺"", ""原装"", ""皮套"", ""很"", ""好"", ""很"", ""力""]",必须 说 正品 行货 价格 的确 便宜 还 带 正规 发票 质量 很 好 唯一 美中不足 缺 原装 皮套 很 好 很 力,"[""必"", ""须"", ""说"", ""正"", ""品"", ""行"", ""货"", ""价"", ""格"", ""确"", ""便"", ""宜"", ""还"", ""带"", ""正"", ""规"", ""发"", ""票"", ""质"", ""量"", ""很"", ""好"", ""唯"", ""美"", ""中"", ""不"", ""足"", ""缺"", ""原"", ""装"", ""皮"", ""套"", ""总"", ""说"", ""很"", ""好"", ""很"", ""力""]",必 须 说 正 品 行 货 价 格 确 便 宜 还 带 正 规 发 票 质 量 很 好 唯 美 中 不 足 缺 原 装 皮 套 总 说 很 好 很 力,"[{""类别"": ""手机/数码"", ""类别ID"": 2}]","[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]"
设置简单价格便宜信号枪。安装在5楼北面房间4楼南面房间信号依然不错。,"[""设置"", ""简单"", ""价格便宜"", ""信号枪"", ""安装"", ""5"", ""楼"", ""北面"", ""房间"", ""4"", ""楼"", ""南面"", ""房间"", ""信号"", ""依然"", ""不错""]",设置 简单 价格便宜 信号枪 安装 5 楼 北面 房间 4 楼 南面 房间 信号 依然 不错,"[""设"", ""置"", ""简"", ""单"", ""价"", ""格"", ""便"", ""宜"", ""信"", ""号"", ""枪"", ""安"", ""装"", ""5"", ""楼"", ""北"", ""面"", ""房"", ""间"", ""4"", ""楼"", ""南"", ""面"", ""房"", ""间"", ""信"", ""号"", ""然"", ""不"", ""错""]",设 置 简 单 价 格 便 宜 信 号 枪 安 装 5 楼 北 面 房 间 4 楼 南 面 房 间 信 号 然 不 错,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
挺好的物美价廉通话声音很清楚,"[""挺"", ""好"", ""物美价廉"", ""通话"", ""声音"", ""很"", ""清楚""]",挺 好 物美价廉 通话 声音 很 清楚,"[""挺"", ""好"", ""物"", ""美"", ""价"", ""廉"", ""通"", ""话"", ""声"", ""音"", ""很"", ""清"", ""楚""]",挺 好 物 美 价 廉 通 话 声 音 很 清 楚,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
东西还行大品牌值得信赖中规中矩就是可以以后都买不到V2版的了V3减配啊。还有买了不到5天又降价了513买的5天后果断489元了。郁闷降价降的好快。有种坑爹的感觉。亚马逊的快递和服务还不错值得欣慰。,"[""东西"", ""还行"", ""大"", ""品牌"", ""值得"", ""信赖"", ""中规中矩"", ""以后"", ""都"", ""买不到"", ""V2"", ""版"", ""V3"", ""减配"", ""买"", ""不到"", ""5"", ""天"", ""降价"", ""513"", ""买"", ""5"", ""天后"", ""果断"", ""489"", ""元"", ""郁闷"", ""降价"", ""降"", ""好"", ""快"", ""有种"", ""坑爹"", ""感觉"", ""亚马逊"", ""快递"", ""服务"", ""还"", ""不错"", ""值得"", ""欣慰""]",东西 还行 大 品牌 值得 信赖 中规中矩 以后 都 买不到 V2 版 V3 减配 买 不到 5 天 降价 513 买 5 天后 果断 489 元 郁闷 降价 降 好 快 有种 坑爹 感觉 亚马逊 快递 服务 还 不错 值得 欣慰,"[""东"", ""西"", ""还"", ""行"", ""大"", ""品"", ""牌"", ""值"", ""信"", ""赖"", ""中"", ""规"", ""中"", ""矩"", ""后"", ""都"", ""买"", ""不"", ""V"", ""2"", ""版"", ""V"", ""3"", ""减"", ""配"", ""还"", ""买"", ""不"", ""5"", ""天"", ""降"", ""价"", ""513"", ""买"", ""5"", ""天"", ""后"", ""果"", ""断"", ""489"", ""元"", ""郁"", ""闷"", ""降"", ""价"", ""降"", ""好"", ""快"", ""坑"", ""爹"", ""感"", ""觉"", ""亚"", ""马"", ""逊"", ""快"", ""递"", ""服"", ""务"", ""还"", ""不"", ""错"", ""值"", ""欣"", ""慰""]",东 西 还 行 大 品 牌 值 信 赖 中 规 中 矩 后 都 买 不 V 2 版 V 3 减 配 还 买 不 5 天 降 价 513 买 5 天 后 果 断 489 元 郁 闷 降 价 降 好 快 坑 爹 感 觉 亚 马 逊 快 递 服 务 还 不 错 值 欣 慰,"[{""类别"": ""电脑/办公"", ""类别ID"": 1}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
正版可以价格优惠,"[""正版"", ""价格"", ""优惠""]",正版 价格 优惠,"[""正"", ""版"", ""价"", ""格"", ""优"", ""惠""]",正 版 价 格 优 惠,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
这是一本很多年前出版的书。我本来想买另一本新近出版补充了一些最近的研究但太贵。这本作为教材看看还不错总觉得有点枯燥。20+人民币的价格还不错。,"[""这是"", ""一本"", ""很多年"", ""前"", ""出版"", ""书"", ""本来"", ""想"", ""买"", ""一本"", ""新近"", ""出版"", ""补充"", ""最近"", ""研究"", ""太贵"", ""这本"", ""教材"", ""看看"", ""还"", ""不错"", ""总"", ""觉得"", ""有点"", ""枯燥"", ""20"", ""人民币"", ""价格"", ""还"", ""不错""]",这是 一本 很多年 前 出版 书 本来 想 买 一本 新近 出版 补充 最近 研究 太贵 这本 教材 看看 还 不错 总 觉得 有点 枯燥 20 人民币 价格 还 不错,"[""很"", ""年"", ""前"", ""出"", ""版"", ""书"", ""想"", ""买"", ""新"", ""近"", ""出"", ""版"", ""补"", ""充"", ""些"", ""最"", ""近"", ""研"", ""究"", ""太"", ""贵"", ""作"", ""教"", ""材"", ""看"", ""看"", ""还"", ""不"", ""错"", ""总"", ""觉"", ""点"", ""枯"", ""燥"", ""20"", ""人"", ""民"", ""币"", ""价"", ""格"", ""还"", ""不"", ""错""]",很 年 前 出 版 书 想 买 新 近 出 版 补 充 些 最 近 研 究 太 贵 作 教 材 看 看 还 不 错 总 觉 点 枯 燥 20 人 民 币 价 格 还 不 错,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 0}]"
读书从来都是读平装本智慧都在书里自不用多说。这个版本从印刷纸张包装我都很满意价格也相当实惠。尤其是内附地图那些古老的地名 方位也更了然于心了,"[""读书"", ""从来"", ""都"", ""读"", ""平装本"", ""智慧"", ""都"", ""书里"", ""不用"", ""说"", ""版本"", ""印刷"", ""纸张"", ""包装"", ""都"", ""很"", ""满意"", ""价格"", ""相当"", ""实惠"", ""尤其"", ""内"", ""附"", ""地图"", ""古老"", ""地名"", ""方位"", ""更"", ""了然于心""]",读书 从来 都 读 平装本 智慧 都 书里 不用 说 版本 印刷 纸张 包装 都 很 满意 价格 相当 实惠 尤其 内 附 地图 古老 地名 方位 更 了然于心,"[""读"", ""书"", ""都"", ""读"", ""平"", ""装"", ""智"", ""慧"", ""都"", ""书"", ""里"", ""不"", ""说"", ""版"", ""印"", ""刷"", ""纸"", ""张"", ""包"", ""装"", ""都"", ""很"", ""满"", ""意"", ""价"", ""格"", ""相"", ""实"", ""惠"", ""尤"", ""内"", ""附"", ""图"", ""些"", ""古"", ""老"", ""名"", ""方"", ""位"", ""更"", ""然"", ""心""]",读 书 都 读 平 装 智 慧 都 书 里 不 说 版 印 刷 纸 张 包 装 都 很 满 意 价 格 相 实 惠 尤 内 附 图 些 古 老 名 方 位 更 然 心,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
宝贝质量不错 若有电子版就更好了,"[""宝贝"", ""质量"", ""不错"", ""若有"", ""电子版"", ""更好""]",宝贝 质量 不错 若有 电子版 更好,"[""宝"", ""贝"", ""质"", ""量"", ""不"", ""错"", ""电"", ""子"", ""版"", ""更"", ""好""]",宝 贝 质 量 不 错 电 子 版 更 好,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
除了书的外皮左上角破损书本身的质量和内容都是不错的。,"[""书"", ""外皮"", ""左上角"", ""破损"", ""书"", ""本身"", ""质量"", ""内容"", ""都"", ""不错""]",书 外皮 左上角 破损 书 本身 质量 内容 都 不错,"[""书"", ""外"", ""皮"", ""左"", ""上"", ""角"", ""破"", ""损"", ""书"", ""身"", ""质"", ""量"", ""内"", ""容"", ""都"", ""不"", ""错""]",书 外 皮 左 上 角 破 损 书 身 质 量 内 容 都 不 错,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""包装"", ""polarity"": 0}]"
包装很好速度很快...,"[""包装"", ""很"", ""好"", ""速度"", ""很快""]",包装 很 好 速度 很快,"[""包"", ""装"", ""很"", ""好"", ""速"", ""度"", ""很"", ""快""]",包 装 很 好 速 度 很 快,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""物流"", ""polarity"": 1}]"
价格便宜性价比高字体印刷都不错,"[""价格便宜"", ""性价比"", ""高"", ""字体"", ""印刷"", ""都"", ""不错""]",价格便宜 性价比 高 字体 印刷 都 不错,"[""价"", ""格"", ""便"", ""宜"", ""性"", ""价"", ""高"", ""字"", ""体"", ""印"", ""刷"", ""都"", ""不"", ""错""]",价 格 便 宜 性 价 高 字 体 印 刷 都 不 错,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
很大一瓶感觉家庭护理系列和精华护理系列在效果上没啥区别价格还更实惠。 这款比较清香洗完头发会有一点涩涩的但也算证明了去油效果确实厉害。,"[""很大"", ""一瓶"", ""感觉"", ""家庭"", ""护理"", ""系列"", ""精华"", ""护理"", ""系列"", ""效果"", ""上"", ""没"", ""区别"", ""价格"", ""还"", ""更"", ""实惠"", ""款"", ""比较"", ""清香"", ""洗完"", ""头发"", ""会"", ""一点"", ""涩"", ""涩"", ""算"", ""证明"", ""去"", ""油"", ""效果"", ""确实"", ""厉害""]",很大 一瓶 感觉 家庭 护理 系列 精华 护理 系列 效果 上 没 区别 价格 还 更 实惠 款 比较 清香 洗完 头发 会 一点 涩 涩 算 证明 去 油 效果 确实 厉害,"[""很"", ""大"", ""瓶"", ""感"", ""觉"", ""家"", ""庭"", ""护"", ""理"", ""系"", ""列"", ""精"", ""华"", ""护"", ""理"", ""系"", ""列"", ""效"", ""果"", ""上"", ""没"", ""区"", ""价"", ""格"", ""还"", ""更"", ""实"", ""惠"", ""款"", ""清"", ""香"", ""洗"", ""完"", ""头"", ""发"", ""会"", ""点"", ""涩"", ""涩"", ""算"", ""证"", ""明"", ""去"", ""油"", ""效"", ""果"", ""确"", ""实"", ""厉"", ""害""]",很 大 瓶 感 觉 家 庭 护 理 系 列 精 华 护 理 系 列 效 果 上 没 区 价 格 还 更 实 惠 款 清 香 洗 完 头 发 会 点 涩 涩 算 证 明 去 油 效 果 确 实 厉 害,"[{""类别"": ""美妆个护"", ""类别ID"": 3}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
质量很好但是字比较小,"[""质量"", ""很"", ""好"", ""字"", ""比较"", ""小""]",质量 很 好 字 比较 小,"[""质"", ""量"", ""很"", ""好"", ""字"", ""小""]",质 量 很 好 字 小,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}]"
到货很快光盘质量很好音色很美就是太贵若便宜些会买更多。,"[""到货"", ""很快"", ""光盘"", ""质量"", ""很"", ""好"", ""音色"", ""很"", ""美"", ""太贵"", ""便宜"", ""些"", ""会"", ""买"", ""更""]",到货 很快 光盘 质量 很 好 音色 很 美 太贵 便宜 些 会 买 更,"[""货"", ""很"", ""快"", ""光"", ""盘"", ""质"", ""量"", ""很"", ""好"", ""音"", ""色"", ""很"", ""美"", ""太"", ""贵"", ""便"", ""宜"", ""些"", ""会"", ""买"", ""更""]",货 很 快 光 盘 质 量 很 好 音 色 很 美 太 贵 便 宜 些 会 买 更,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""质量"", ""polarity"": 1}, {""aspect"": ""价格"", ""polarity"": 1}]"
Nikon D3200 + Tamron AF 70-300 摄影初学者的好工具。商品不错非常满意。送货及时包装完好。谢谢,"[""Nikon"", ""D3200"", ""Tamron"", ""AF"", ""70"", ""300"", ""摄影"", ""初学者"", ""好"", ""工具"", ""商品"", ""不错"", ""非常"", ""满意"", ""送货"", ""及时"", ""包装"", ""完好"", ""谢谢""]",Nikon D3200 Tamron AF 70 300 摄影 初学者 好 工具 商品 不错 非常 满意 送货 及时 包装 完好 谢谢,"[""Nikon"", ""D"", ""3200"", ""Tamron"", ""AF"", ""70"", ""300"", ""摄"", ""影"", ""初"", ""学"", ""好"", ""工"", ""具"", ""商"", ""品"", ""不"", ""错"", ""非"", ""常"", ""满"", ""意"", ""送"", ""货"", ""时"", ""包"", ""装"", ""完"", ""好"", ""谢"", ""谢""]",Nikon D 3200 Tamron AF 70 300 摄 影 初 学 好 工 具 商 品 不 错 非 常 满 意 送 货 时 包 装 完 好 谢 谢,"[{""类别"": ""手机/数码"", ""类别ID"": 2}]","[{""aspect"": ""包装"", ""polarity"": 1}]"
一直都很喜欢青年文摘里面的文章 这本书收集的文章都很好看,"[""都"", ""很"", ""喜欢"", ""青年"", ""文摘"", ""里面"", ""文章"", ""本书"", ""收集"", ""文章"", ""都"", ""很"", ""好看""]",都 很 喜欢 青年 文摘 里面 文章 本书 收集 文章 都 很 好看,"[""直"", ""都"", ""很"", ""喜"", ""欢"", ""青"", ""年"", ""文"", ""摘"", ""里"", ""面"", ""文"", ""章"", ""书"", ""收"", ""集"", ""文"", ""章"", ""都"", ""很"", ""好"", ""看""]",直 都 很 喜 欢 青 年 文 摘 里 面 文 章 书 收 集 文 章 都 很 好 看,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""外观"", ""polarity"": 1}]"
反正比书店便宜 妈妈要的,"[""反正"", ""书店"", ""便宜"", ""妈妈""]",反正 书店 便宜 妈妈,"[""反"", ""正"", ""书"", ""店"", ""便"", ""宜"", ""妈"", ""妈""]",反 正 书 店 便 宜 妈 妈,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
里面纸张有破损纸质极差且偏黄封面还有破损有点失望。,"[""里面"", ""纸张"", ""破损"", ""纸质"", ""极差"", ""偏黄"", ""封面"", ""破损"", ""有点"", ""失望""]",里面 纸张 破损 纸质 极差 偏黄 封面 破损 有点 失望,"[""里"", ""面"", ""纸"", ""张"", ""破"", ""损"", ""纸"", ""质"", ""极"", ""差"", ""偏"", ""黄"", ""封"", ""面"", ""还"", ""破"", ""损"", ""点"", ""失""]",里 面 纸 张 破 损 纸 质 极 差 偏 黄 封 面 还 破 损 点 失,"[{""类别"": ""图书音像"", ""类别ID"": 0}]","[{""aspect"": ""包装"", ""polarity"": 0}]"
有两袋每袋20支我当时看错了幸好买了两袋否则又多了。很实惠好,"[""两袋"", ""每袋"", ""20"", ""支"", ""当时"", ""看错"", ""幸好"", ""买"", ""两袋"", ""很"", ""实惠"", ""好""]",两袋 每袋 20 支 当时 看错 幸好 买 两袋 很 实惠 好,"[""两"", ""袋"", ""袋"", ""20"", ""支"", ""时"", ""看"", ""错"", ""幸"", ""好"", ""买"", ""两"", ""袋"", ""否"", ""很"", ""实"", ""惠"", ""好""]",两 袋 袋 20 支 时 看 错 幸 好 买 两 袋 否 很 实 惠 好,"[{""类别"": ""食品/保健"", ""类别ID"": 10}]","[{""aspect"": ""价格"", ""polarity"": 1}]"
